,Company,Year,DIVIDEND YIELD,Price,HISTORICAL VOLATILITY 5 YEARS,RETURN ON EQUITY - TOTAL (%),Environment Pillar Score,RESEARCH & DEVELOPMENT/SALES,Governance Pillar Score,Social Pillar Score,CO2 Equivalent Emissions Indirect Scope 3 To Revenues USD in millions
2546,COVIVIO,2015,5.34,80.59,0.2673,10.95,93.18,,58.04,57.98,0.0
2547,COVIVIO,2016,5.75,74.83,0.2355,15.75,92.54,,38.87,46.02,0.0
2548,COVIVIO,2017,5.01,87.89,0.2021,15.67,96.36,,37.63,42.79,0.0
2549,COVIVIO,2018,5.13,87.7,0.1945,10.77,95.77,,36.1,42.3,0.0
2550,COVIVIO,2019,4.5,102.2,0.18100000000000002,9.42,95.8,,69.38,41.37,0.0
2551,COVIVIO,2020,6.79,70.65,0.4202,,,,,,
2552,CTS EVENTIM,2010,1.93,10.734,0.3833,28.65,,0.0,,,
2553,CTS EVENTIM,2011,2.02,10.75,0.3749,26.74,,0.0,,,
2554,CTS EVENTIM,2012,1.94,11.35,0.3514,29.78,,,,,
2555,CTS EVENTIM,2013,1.54,18.499000000000002,0.24100000000000002,27.93,,,,,
2556,CTS EVENTIM,2014,1.42,22.5,0.2362,29.67,,,,,
2557,CTS EVENTIM,2015,1.11,36.13,0.2249,28.97,,,,,
2558,CTS EVENTIM,2016,1.46,31.424,0.2153,27.45,,,,,
2559,CTS EVENTIM,2017,2.66,36.8,0.2074,31.1,16.37,,13.44,44.26,
2560,CTS EVENTIM,2018,1.72,34.38,0.2055,29.32,16.74,,16.42,45.33,
2561,CTS EVENTIM,2019,1.17,52.85,0.19699999999999998,27.97,16.78,,17.09,46.1,
2562,CTS EVENTIM,2020,0.0,50.3,0.3882,,,,,,
2563,EIFFAGE,2010,3.49,34.38,0.4086,9.18,92.88,,53.81,55.3,
2564,EIFFAGE,2011,6.02,19.95,0.4178,8.53,89.87,,37.18,51.65,
2565,EIFFAGE,2012,4.74,25.3,0.4374,9.43,95.66,,37.24,55.1,
2566,EIFFAGE,2013,2.76,43.495,0.423,10.3,96.79,,37.67,57.03,
2567,EIFFAGE,2014,3.12,38.465,0.4264,9.81,97.08,,35.05,55.51,
2568,EIFFAGE,2015,2.19,54.74,0.4286,10.23,96.95,,38.18,69.9,
2569,EIFFAGE,2016,2.44,61.48,0.3613,13.89,97.45,,46.84,86.04,
2570,EIFFAGE,2017,1.63,91.86,0.2739,13.75,97.57,,52.04,86.17,
2571,EIFFAGE,2018,2.28,87.68,0.2194,13.91,97.39,,75.43,87.36,
2572,EIFFAGE,2019,2.42,99.1,0.1947,14.49,,,,,
2573,EIFFAGE,2020,0.0,82.96,0.3556,,,,,,
2574,ENCAVIS,2010,0.0,1.946,0.29,2.77,,,,,
2575,ENCAVIS,2011,0.0,2.983,0.231,-1.22,,,,,
2576,ENCAVIS,2012,1.55,3.1860000000000004,0.2059,8.3,,,,,
2577,ENCAVIS,2013,2.18,3.676,0.1864,8.32,,,,,
2578,ENCAVIS,2014,2.51,3.989,0.1862,11.74,,,,,
2579,ENCAVIS,2015,1.66,9.046,0.1952,7.66,,,,,
2580,ENCAVIS,2016,2.85,6.312,0.2254,2.73,,,,,
2581,ENCAVIS,2017,3.21,6.233,0.2175,4.34,,,,,
2582,ENCAVIS,2018,3.7,5.95,0.2075,0.87,8.55,,21.03,3.95,
2583,ENCAVIS,2019,0.77,9.07,0.2061,3.87,8.79,,9.71,4.24,
2584,ENCAVIS,2020,1.55,16.8,0.3258,,,,,,
2585,EURONEXT,2010,,,,,,,,,
2586,EURONEXT,2011,,,,33.47,,,,,
2587,EURONEXT,2012,,,,38.0,,,,,
2588,EURONEXT,2013,,,,50.14,,,,,
2589,EURONEXT,2014,0.0,23.4,0.4016,41.07,,,,,
2590,EURONEXT,2015,1.97,42.57,0.3277,43.77,49.3,,33.95,50.54,
2591,EURONEXT,2016,3.26,38.0,0.3271,39.59,48.84,,46.18,45.82,
2592,EURONEXT,2017,2.92,48.655,0.2869,38.2,52.3,,52.17,50.4,
2593,EURONEXT,2018,3.22,53.65,0.2688,28.67,60.61,,36.62,63.83,
2594,EURONEXT,2019,2.14,71.85,0.2382,25.97,62.31,,39.94,64.0,26.4
2595,EURONEXT,2020,1.79,89.0,0.2617,,,,,,
2596,FINECOBANK SPA,2010,,,,,,,,,
2597,FINECOBANK SPA,2011,,,,,,,,,
2598,FINECOBANK SPA,2012,,,,30.43,,,,,
2599,FINECOBANK SPA,2013,,,,19.67,,,,,
2600,FINECOBANK SPA,2014,0.0,4.18,0.2596,30.86,,,,,
2601,FINECOBANK SPA,2015,2.81,7.105,0.3042,32.24,,,,,
2602,FINECOBANK SPA,2016,6.81,4.848,0.2798,32.24,79.51,,61.07,54.45,
2603,FINECOBANK SPA,2017,3.59,7.8,0.2545,30.3,77.25,,74.33,57.66,
2604,FINECOBANK SPA,2018,2.96,9.632,0.2525,28.25,76.1,,65.87,68.96,
2605,FINECOBANK SPA,2019,2.64,11.465,0.2868,24.46,81.7,,87.43,81.86,
2606,FINECOBANK SPA,2020,0.0,12.31,0.3212,,,,,,
2607,FUCHS PETROLUB,2010,1.77,15.402,0.3565,36.48,1.53,1.72,38.21,22.98,
2608,FUCHS PETROLUB,2011,2.76,15.91,0.3511,30.37,1.46,1.65,38.9,25.47,
2609,FUCHS PETROLUB,2012,2.17,22.59,0.3398,28.76,7.98,1.61,35.58,36.66,
2610,FUCHS PETROLUB,2013,2.47,25.87,0.2644,26.72,8.04,1.67,31.35,37.09,
2611,FUCHS PETROLUB,2014,2.23,30.96,0.2345,24.84,10.26,1.76,22.35,45.07,
2612,FUCHS PETROLUB,2015,2.06,36.885,0.2307,23.77,12.07,1.87,26.45,40.81,
2613,FUCHS PETROLUB,2016,2.19,34.75,0.2239,22.79,12.16,1.94,55.17,37.97,
2614,FUCHS PETROLUB,2017,2.15,40.87,0.2094,21.43,25.93,1.9,73.08,67.53,
2615,FUCHS PETROLUB,2018,2.41,37.3,0.2204,20.86,25.35,2.03,52.52,65.72,
2616,FUCHS PETROLUB,2019,2.47,38.1,0.2068,15.12,30.23,2.14,48.66,66.48,
2617,FUCHS PETROLUB,2020,2.55,37.65,0.302,,,,,,
2618,GALAPAGOS,2010,0.0,11.68,0.4062,3.4,,66.68,,,
2619,GALAPAGOS,2011,0.0,5.9,0.4273,-24.8,,87.15,,,
2620,GALAPAGOS,2012,0.0,14.55,0.4902,-4.83,,50.15,,,
2621,GALAPAGOS,2013,0.0,13.92,0.4502,-5.66,,60.14,,,
2622,GALAPAGOS,2014,0.0,12.4,0.4141,17.79,,123.43,,,
2623,GALAPAGOS,2015,0.0,49.0,0.4677,-41.46,,214.12,,,
2624,GALAPAGOS,2016,0.0,55.84,0.4579,9.61,0.0,92.06,78.0,45.32,
2625,GALAPAGOS,2017,0.0,77.8,0.41,-13.07,0.0,140.14,66.08,45.97,
2626,GALAPAGOS,2018,0.0,91.38,0.4066,-2.63,11.32,101.58,78.88,69.31,
2627,GALAPAGOS,2019,0.0,166.25,0.4015,7.33,12.45,44.43,58.78,66.89,
2628,GALAPAGOS,2020,0.0,106.5,0.451,,,,,,
2629,GALP ENERGIA SGPS,2010,1.24,14.005,0.4321,17.51,79.32,,30.5,48.09,0.08
2630,GALP ENERGIA SGPS,2011,1.56,12.81,0.4015,15.74,83.92,,22.35,55.14,15.43
2631,GALP ENERGIA SGPS,2012,1.87,11.755,0.4004,8.29,81.72,,24.48,56.45,
2632,GALP ENERGIA SGPS,2013,2.19,12.03,0.2691,3.57,80.59,,20.55,59.12,14.59
2633,GALP ENERGIA SGPS,2014,2.83,11.205,0.2616,-3.41,68.2,,33.7,70.38,16.17
2634,GALP ENERGIA SGPS,2015,4.08,9.326,0.3174,2.51,67.7,,26.85,70.84,23.34
2635,GALP ENERGIA SGPS,2016,3.8,12.0,0.3176,3.67,65.56,,33.52,78.86,43.16
2636,GALP ENERGIA SGPS,2017,3.16,15.775,0.2813,12.79,71.75,,33.03,81.05,34.42
2637,GALP ENERGIA SGPS,2018,3.87,14.86,0.2884,16.59,83.15,,45.71,87.3,4233.24
2638,GALP ENERGIA SGPS,2019,4.44,15.185,0.2829,8.64,79.08,,39.43,84.94,3122.58
2639,GALP ENERGIA SGPS,2020,7.66,9.136000000000001,0.324,,,,,,
2640,GECINA,2010,5.34,80.5064,0.4816,17.4,77.07,,78.93,58.71,0.92
2641,GECINA,2011,7.12,60.3285,0.4859,6.65,83.02,,63.0,81.95,0.74
2642,GECINA,2012,5.3,80.9847,0.49200000000000005,3.62,86.34,,73.08,70.85,10.07
2643,GECINA,2013,4.44,96.7892,0.419,5.05,93.03,,62.4,73.88,
2644,GECINA,2014,4.3,104.55,0.2233,4.5,92.0,,69.51,85.76,21.65
2645,GECINA,2015,4.16,109.1869,0.2159,22.98,93.14,,72.06,91.28,22.06
2646,GECINA,2016,2.08,117.4357,0.1932,10.16,92.52,,70.96,90.55,16.75
2647,GECINA,2017,3.65,139.2,0.1646,19.68,92.78,,48.14,91.06,10.74
2648,GECINA,2018,4.15,127.8,0.1639,8.85,90.42,,68.23,93.49,5.97
2649,GECINA,2019,3.53,152.9,0.1624,12.41,89.22,,79.46,93.85,9.19
2650,GECINA,2020,4.29,129.5,0.2859,,,,,,
2651,GETLINK,2010,0.59,6.823,0.491,-1.93,61.65,,61.28,39.41,
2652,GETLINK,2011,0.65,6.14,0.4477,0.43,62.16,,60.25,39.61,
2653,GETLINK,2012,1.45,5.532,0.397,1.48,74.16,,54.95,60.27,0.38
2654,GETLINK,2013,1.65,7.292999999999999,0.3227,4.37,70.68,,69.0,66.01,
2655,GETLINK,2014,1.48,10.16,0.25,2.7,74.26,,75.82,74.56,
2656,GETLINK,2015,1.51,11.95,0.2403,5.87,75.47,,77.97,77.74,
2657,GETLINK,2016,2.67,8.253,0.2453,11.54,77.12,,70.48,79.99,
2658,GETLINK,2017,2.37,10.965,0.2204,5.85,77.79,,66.51,81.33,
2659,GETLINK,2018,2.72,11.02,0.2151,6.42,82.39,,77.35,79.51,
2660,GETLINK,2019,2.36,15.23,0.2043,8.72,77.44,,75.45,82.54,
2661,GETLINK,2020,0.0,14.25,0.3346,,,,,,
2662,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2010,13.73,12.75,0.3005,87.58,37.49,,55.56,48.01,
2663,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2011,23.23,6.63,0.331,67.77,35.49,,41.22,48.07,
2664,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2012,15.58,4.62,0.3975,49.2,38.56,,49.91,52.79,
2665,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2013,6.3,9.05,0.4391,12.34,39.51,,44.64,54.83,
2666,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2014,3.56,9.17,0.4703,17.01,67.53,,72.74,66.32,
2667,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2015,10.29,6.65,0.4735,18.09,71.33,,72.29,94.11,
2668,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2016,10.95,8.4,0.4522,15.5,75.43,,65.91,93.01,
2669,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2017,8.0,10.0,0.3896,14.42,66.9,,73.15,93.06,
2670,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2018,4.88,8.2,0.3304,19.94,67.34,,82.2,96.91,
2671,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2019,7.24,9.68,0.273,27.41,60.44,,78.64,97.16,
2672,GREEK ORGANISATION OF FOOTBALL PROGNOSTICS,2020,3.39,8.84,0.4145,,,,,,
2673,HAL TRUST,2010,3.2,72.2034,0.2524,12.85,,0.09,,,
2674,HAL TRUST,2011,4.63,65.6395,0.2459,13.03,,0.08,,,
2675,HAL TRUST,2012,3.66,75.2187,0.2265,9.82,,0.05,,,
2676,HAL TRUST,2013,3.03,90.9837,0.1696,10.75,,0.04,,,
2677,HAL TRUST,2014,3.09,116.2718,0.1539,11.44,,0.24,,,
2678,HAL TRUST,2015,3.08,154.0315,0.1639,10.69,,0.19,,,
2679,HAL TRUST,2016,3.71,164.4305,0.1611,12.14,,0.35,,,
2680,HAL TRUST,2017,2.3,144.7334,0.1663,5.13,,0.33,,,
2681,HAL TRUST,2018,2.17,136.6299,0.1687,2.06,,0.28,,,
2682,HAL TRUST,2019,1.88,137.4118,0.1368,8.57,,0.56,,,
2683,HAL TRUST,2020,2.4,118.0,0.1916,,,,,,
2684,HERA,2010,5.66,1.3954,0.2482,6.96,90.01,,89.64,60.39,1671.37
2685,HERA,2011,7.94,1.1189,0.2706,6.04,87.37,,72.9,59.44,1771.29
2686,HERA,2012,7.47,1.19,0.28800000000000003,6.8,83.86,,60.53,70.42,1746.68
2687,HERA,2013,5.66,1.59,0.2832,8.46,84.51,,74.15,70.67,
2688,HERA,2014,4.65,1.9340000000000002,0.2479,7.37,79.93,,58.01,68.8,
2689,HERA,2015,3.75,2.398,0.2447,7.71,82.0,,71.36,68.76,
2690,HERA,2016,4.5,2.002,0.2101,8.68,83.27,,84.62,67.69,
2691,HERA,2017,3.1,2.9,0.1849,10.13,86.57,,80.93,66.48,1685.31
2692,HERA,2018,3.82,2.4859999999999998,0.1811,10.83,80.84,,83.3,72.83,1526.68
2693,HERA,2019,2.51,3.9819999999999998,0.1707,14.1,88.91,,84.58,70.47,1310.11
2694,HERA,2020,3.21,3.12,0.2475,,,,,,
2695,HUHTAMAKI,2010,4.2,9.05,0.4044,15.69,,0.82,,,
2696,HUHTAMAKI,2011,5.22,8.43,0.4029,11.52,,0.78,,,
2697,HUHTAMAKI,2012,3.67,12.55,0.3918,15.01,,0.66,,,
2698,HUHTAMAKI,2013,3.15,17.76,0.271,12.07,51.01,0.67,59.27,35.19,
2699,HUHTAMAKI,2014,2.93,19.45,0.2083,16.81,48.65,0.59,66.13,26.56,
2700,HUHTAMAKI,2015,1.82,33.05,0.2043,15.77,54.86,0.57,74.87,55.72,
2701,HUHTAMAKI,2016,1.95,33.86,0.2129,17.59,47.38,0.59,60.58,55.15,
2702,HUHTAMAKI,2017,1.98,36.78,0.21100000000000002,16.84,46.62,0.64,60.83,70.47,
2703,HUHTAMAKI,2018,3.13,25.58,0.2151,13.15,63.64,0.64,61.45,68.86,
2704,HUHTAMAKI,2019,2.04,41.12,0.2352,14.83,73.63,0.63,56.5,77.45,
2705,HUHTAMAKI,2020,1.92,46.4,0.2855,,,,,,
2706,IMERYS,2010,2.22,45.01,0.3196,12.0,89.5,,32.9,75.1,
2707,IMERYS,2011,3.23,37.16,0.3221,13.16,73.63,,23.52,76.25,17.87
2708,IMERYS,2012,3.44,43.665,0.342,13.58,73.42,,30.93,76.47,25.87
2709,IMERYS,2013,2.67,57.97,0.2642,10.79,74.48,,27.13,83.11,
2710,IMERYS,2014,2.69,59.43,0.2447,11.58,79.26,,16.39,79.42,
2711,IMERYS,2015,2.66,61.93,0.2481,2.69,79.7,,26.15,81.13,
2712,IMERYS,2016,2.7,64.76,0.2361,10.64,87.62,,20.31,84.84,62.35
2713,IMERYS,2017,2.46,75.98,0.18899999999999997,12.94,91.92,,20.12,87.7,73.63
2714,IMERYS,2018,4.03,51.55,0.1875,18.52,90.49,,39.75,86.91,808.22
2715,IMERYS,2019,5.68,37.86,0.2271,3.83,88.69,,29.51,91.55,871.62
2716,IMERYS,2020,5.2,33.1,0.4053,,,,,,
2717,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2010,,,,,,,,,
2718,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2011,,,,,,,,,
2719,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2012,,,,,,,,,
2720,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2013,,,,,,,,,
2721,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2014,,,,,,,,,
2722,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2015,0.0,4.688,0.0968,,,,,,
2723,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2016,2.26,4.19,0.19,6.69,,,,,
2724,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2017,2.58,5.7,0.1885,8.43,57.62,,22.31,76.99,
2725,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2018,2.92,6.51,0.1894,9.17,56.1,,33.55,83.05,
2726,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2019,2.34,9.02,0.1988,8.96,61.52,,24.91,82.26,
2727,INFRASTRUTTURE WIRELESS ITALIANE SPA NPV,2020,1.3,10.17,0.2948,,,,,,
2728,IPSEN,2010,3.12,24.01,0.3249,9.25,37.84,20.1,11.9,37.1,
2729,IPSEN,2011,3.69,21.685,0.3251,0.04,43.6,21.86,29.97,39.38,
2730,IPSEN,2012,3.9,20.5,0.3202,-3.04,56.69,19.46,31.22,42.75,
2731,IPSEN,2013,2.4,33.4,0.2999,16.28,60.58,20.21,30.07,42.24,
2732,IPSEN,2014,1.93,41.37,0.2738,15.1,76.66,14.03,20.6,49.95,
2733,IPSEN,2015,1.43,59.5,0.2737,16.66,79.8,12.67,26.49,56.2,
2734,IPSEN,2016,1.37,62.27,0.2523,17.56,82.06,12.5,23.54,53.57,38.59
2735,IPSEN,2017,0.84,101.7,0.2729,18.92,91.72,13.21,16.51,73.88,31.33
2736,IPSEN,2018,0.82,121.9,0.2703,23.17,90.48,12.86,23.59,76.62,34.97
2737,IPSEN,2019,1.02,97.8,0.2659,-2.83,92.99,14.44,35.7,75.32,29.01
2738,IPSEN,2020,1.16,86.25,0.4036,,,,,,
2739,ITALGAS,2010,,,,,,,,,
2740,ITALGAS,2011,,,,,,,,,
2741,ITALGAS,2012,,,,,,,,,
2742,ITALGAS,2013,,,,,,,,,
2743,ITALGAS,2014,,,,,,,,,
2744,ITALGAS,2015,,,,,,,,,
2745,ITALGAS,2016,0.0,3.2,,11.67,42.33,,31.47,66.81,167.27
2746,ITALGAS,2017,3.83,5.22,0.1561,26.04,29.14,,29.26,58.54,70.59
2747,ITALGAS,2018,4.38,4.752,0.1797,24.95,39.52,,40.06,62.53,106.41
2748,ITALGAS,2019,4.01,5.834,0.1637,28.88,44.0,,47.76,64.05,139.25
2749,ITALGAS,2020,4.8,5.33,0.25,,,,,,
2750,JERONIMO MARTINS,2010,1.29,11.055,0.2821,34.63,47.23,,30.28,78.22,14.63
2751,JERONIMO MARTINS,2011,0.89,12.795,0.2964,34.62,60.9,,34.87,73.98,11.97
2752,JERONIMO MARTINS,2012,1.76,13.6,0.2969,30.9,78.54,,31.03,72.78,14.96
2753,JERONIMO MARTINS,2013,3.63,14.705,0.2275,29.47,79.93,,37.09,73.54,11.97
2754,JERONIMO MARTINS,2014,3.56,8.561,0.2274,22.35,86.73,,66.09,76.38,12.41
2755,JERONIMO MARTINS,2015,1.89,12.935,0.2615,24.35,87.24,,73.67,81.05,11.63
2756,JERONIMO MARTINS,2016,1.78,14.87,0.2667,38.52,86.33,,57.94,90.46,12.68
2757,JERONIMO MARTINS,2017,3.83,15.79,0.2564,21.86,89.72,,63.33,90.8,11.23
2758,JERONIMO MARTINS,2018,5.76,10.65,0.2703,22.49,83.17,,62.32,88.92,10.65
2759,JERONIMO MARTINS,2019,2.19,14.85,0.2542,20.78,93.41,,48.06,88.63,11.81
2760,JERONIMO MARTINS,2020,1.47,14.125,0.2368,,,,,,
2761,JUNGHEINRICH PREF.,2010,0.44,9.048,0.412,13.97,,1.96,,,
2762,JUNGHEINRICH PREF.,2011,2.61,7.023,0.43799999999999994,15.63,,1.74,,,
2763,JUNGHEINRICH PREF.,2012,2.76,9.192,0.4377,14.47,,1.76,,,
2764,JUNGHEINRICH PREF.,2013,1.85,15.478,0.3728,13.49,,1.43,,,
2765,JUNGHEINRICH PREF.,2014,1.87,15.295,0.3211,14.53,,1.52,,,
2766,JUNGHEINRICH PREF.,2015,1.47,23.631,0.3029,14.28,,1.57,,,
2767,JUNGHEINRICH PREF.,2016,1.53,25.930999999999997,0.2568,14.42,,1.52,,,
2768,JUNGHEINRICH PREF.,2017,1.18,37.32,0.2303,15.45,,1.61,,,
2769,JUNGHEINRICH PREF.,2018,1.76,28.48,0.2231,13.49,32.85,1.43,43.52,45.56,
2770,JUNGHEINRICH PREF.,2019,2.19,22.82,0.2799,12.43,39.61,1.39,39.45,61.9,
2771,JUNGHEINRICH PREF.,2020,1.3,36.84,0.4039,,,,,,
2772,KABEL DEUTSCHLAND HLDG.,2010,0.0,31.93,0.2406,,0.0,,24.88,12.32,
2773,KABEL DEUTSCHLAND HLDG.,2011,0.0,40.56,0.2491,,0.0,,58.71,11.54,
2774,KABEL DEUTSCHLAND HLDG.,2012,2.8,53.5,0.2197,,0.0,,40.99,15.0,
2775,KABEL DEUTSCHLAND HLDG.,2013,2.73,91.51,0.2198,,0.0,,56.83,18.41,
2776,KABEL DEUTSCHLAND HLDG.,2014,0.0,104.73,0.2028,,0.0,,39.5,16.09,
2777,KABEL DEUTSCHLAND HLDG.,2015,2.83,111.85,0.1834,,0.0,,33.15,16.74,
2778,KABEL DEUTSCHLAND HLDG.,2016,2.9,109.49,0.1597,,0.0,,32.94,16.63,
2779,KABEL DEUTSCHLAND HLDG.,2017,2.86,111.0,0.1438,,0.0,,31.76,13.12,
2780,KABEL DEUTSCHLAND HLDG.,2018,2.99,106.0,0.0932,,0.0,,33.9,13.5,
2781,KABEL DEUTSCHLAND HLDG.,2019,2.88,110.0,0.0824,,,,,,
2782,KABEL DEUTSCHLAND HLDG.,2020,3.08,103.0,0.0779,,,,,,
2783,KLEPIERRE REIT,2010,4.81,25.975,0.4491,5.34,72.14,,28.14,42.75,8.35
2784,KLEPIERRE REIT,2011,6.45,20.93,0.4445,6.34,86.87,,22.52,43.89,16.77
2785,KLEPIERRE REIT,2012,5.25,27.6,0.41200000000000003,7.74,78.91,,30.0,51.31,47.82
2786,KLEPIERRE REIT,2013,4.32,34.71,0.3334,2.49,79.76,,23.91,49.41,
2787,KLEPIERRE REIT,2014,4.53,34.245,0.2338,28.38,87.94,,35.47,85.72,
2788,KLEPIERRE REIT,2015,3.93,40.73,0.2246,-12.2,88.79,,49.45,91.59,56.16
2789,KLEPIERRE REIT,2016,4.89,34.73,0.2161,12.14,86.84,,64.5,92.81,55.03
2790,KLEPIERRE REIT,2017,5.2,35.03,0.2023,11.98,84.17,,59.66,91.06,
2791,KLEPIERRE REIT,2018,6.5,30.14,0.1876,8.08,88.3,,66.59,91.36,995.47
2792,KLEPIERRE REIT,2019,6.37,32.99,0.1889,3.23,88.48,,72.13,85.81,913.14
2793,KLEPIERRE REIT,2020,10.46,20.55,0.45399999999999996,,,,,,
2794,KONECRANES,2010,3.13,28.71,0.4531,18.62,38.57,1.39,65.6,34.05,15.89
2795,KONECRANES,2011,6.43,15.55,0.4592,14.82,32.69,1.56,60.27,34.41,13.86
2796,KONECRANES,2012,4.12,24.3,0.4841,19.01,58.06,1.19,84.16,38.33,3.87
2797,KONECRANES,2013,4.12,25.49,0.3833,10.97,62.68,1.22,79.2,38.75,3.12
2798,KONECRANES,2014,4.61,22.79,0.353,16.77,66.6,1.44,66.57,49.9,3.95
2799,KONECRANES,2015,4.21,24.93,0.3724,6.81,72.64,1.35,60.97,45.81,3.59
2800,KONECRANES,2016,3.33,31.52,0.3652,8.34,74.63,1.05,63.03,47.75,3.46
2801,KONECRANES,2017,2.75,38.18,0.3112,26.52,79.58,1.15,61.79,48.61,2.66
2802,KONECRANES,2018,4.0,30.0,0.3124,8.07,80.23,1.33,79.4,61.29,2.96
2803,KONECRANES,2019,4.1,29.25,0.3274,6.47,80.43,1.24,84.47,76.54,2.9
2804,KONECRANES,2020,2.32,27.96,0.4114,,,,,,
2805,KRONES,2010,0.0,41.225,0.2906,6.99,,4.09,,,
2806,KRONES,2011,1.08,37.1,0.318,5.66,,3.99,,,
2807,KRONES,2012,1.45,41.29,0.3212,8.27,,4.55,,,
2808,KRONES,2013,1.19,63.15,0.2779,13.63,,4.7,,,
2809,KRONES,2014,1.31,76.1,0.2598,13.99,,5.03,,,
2810,KRONES,2015,1.13,110.74799999999999,0.2702,15.0,,5.16,,,
2811,KRONES,2016,1.66,87.43,0.2431,14.6,,5.04,,,
2812,KRONES,2017,1.49,103.8,0.2221,14.74,34.83,4.67,28.29,72.72,3.3
2813,KRONES,2018,2.13,79.8,0.2225,10.92,38.38,4.65,29.17,66.25,3.28
2814,KRONES,2019,2.66,63.95,0.2903,0.68,39.69,4.91,31.06,68.94,2.8
2815,KRONES,2020,1.26,59.65,0.3407,,,,,,
2816,LAGARDERE GROUPE,2010,4.36,16.6255,0.3688,4.16,42.73,,28.34,83.02,
2817,LAGARDERE GROUPE,2011,7.31,9.9029,0.384,-20.69,59.02,,49.51,81.71,
2818,LAGARDERE GROUPE,2012,6.15,11.765999999999998,0.4007,3.04,59.9,,70.72,85.23,
2819,LAGARDERE GROUPE,2013,3.55,20.4092,0.3498,45.4,60.63,,71.29,70.24,
2820,LAGARDERE GROUPE,2014,4.9,21.405,0.2874,1.7,56.19,,76.67,62.39,
2821,LAGARDERE GROUPE,2015,4.72,27.55,0.27899999999999997,3.72,51.04,,80.52,57.1,
2822,LAGARDERE GROUPE,2016,5.65,23.02,0.2499,8.98,53.59,,81.55,56.79,
2823,LAGARDERE GROUPE,2017,4.84,26.845,0.2249,9.69,66.49,,79.25,57.04,
2824,LAGARDERE GROUPE,2018,5.14,25.3,0.2043,10.69,68.46,,83.66,81.49,
2825,LAGARDERE GROUPE,2019,6.26,20.76,0.1991,-0.93,66.77,,77.87,80.66,
2826,LAGARDERE GROUPE,2020,0.0,20.2,0.5154,,,,,,
2827,LANXESS,2010,0.99,50.34,0.373,23.85,65.6,1.63,81.14,40.39,
2828,LANXESS,2011,1.75,39.97,0.4015,26.6,68.08,1.64,75.52,54.49,31.88
2829,LANXESS,2012,1.39,61.203,0.4181,23.51,67.07,2.11,69.16,64.99,34.04
2830,LANXESS,2013,2.03,49.246,0.3259,-7.55,67.41,2.24,69.55,70.88,
2831,LANXESS,2014,1.31,38.274,0.3321,2.32,68.03,2.0,63.58,68.38,
2832,LANXESS,2015,1.08,46.141999999999996,0.3439,7.38,67.56,1.65,69.22,70.5,
2833,LANXESS,2016,0.88,56.89,0.3443,7.9,65.61,1.7,55.94,65.93,
2834,LANXESS,2017,1.08,65.05199999999999,0.3023,3.6,61.33,1.5,53.55,75.46,
2835,LANXESS,2018,1.52,52.54,0.2943,17.01,61.91,1.64,74.99,88.29,
2836,LANXESS,2019,1.42,63.48,0.3207,7.52,67.44,1.68,76.41,87.72,
2837,LANXESS,2020,1.79,52.98,0.4024,,,,,,
2838,LEG IMMOBILIEN,2010,,,,,,,,,
2839,LEG IMMOBILIEN,2011,,,,-0.64,,,,,
2840,LEG IMMOBILIEN,2012,,,,4.93,,,,,
2841,LEG IMMOBILIEN,2013,0.98,41.75,0.1857,6.27,,,,,
2842,LEG IMMOBILIEN,2014,3.13,55.207,0.1734,6.59,4.31,,25.25,44.01,
2843,LEG IMMOBILIEN,2015,2.38,71.046,0.1881,8.0,12.05,,58.21,55.71,
2844,LEG IMMOBILIEN,2016,3.15,70.805,0.198,18.12,20.2,,59.11,54.32,
2845,LEG IMMOBILIEN,2017,3.13,88.073,0.1823,22.43,28.3,,77.87,62.04,
2846,LEG IMMOBILIEN,2018,2.97,102.2,0.1871,19.06,27.83,,80.59,62.18,
2847,LEG IMMOBILIEN,2019,3.49,101.15,0.1873,15.32,29.39,,78.77,61.8,
2848,LEG IMMOBILIEN,2020,3.09,116.32,0.2277,,,,,,
2849,MEDIASET,2010,4.79,4.59,0.2825,14.23,11.93,,37.62,51.46,
2850,MEDIASET,2011,16.59,2.11,0.3117,8.83,10.24,,49.06,46.77,
